Commodity,Classification,Market,Wholesale,Retail,Supply Volume,County,Date,temperature_mean_c,rain_sum_mm,year,month,day_of_year,week,season,price_lag_7d,price_lag_14d,price_lag_30d,rain_7d_rolling,rain_30d_rolling,temp_7d_rolling,price_change_7d,season_encoded,county_encoded,classification_encoded
Dry Maize,Mixed-Traditional ,Akala,28.89,35,5000,Siaya,03/04/2022,0,2,2022,4,93,13,long_rains,40,38.89,28.89,0,3.4,3.257142857,1.11,2,33,1
Dry Maize,White Maize,Aram,41.67,50.76,31500,Siaya,04/04/2022,5.4,3.6,2022,4,94,14,long_rains,30,44.41,35.56,5.4,8.8,3.1,-14.41,2,33,2
Dry Maize,Mixed-Traditional ,Aram,46.75,51.43,1800,Siaya,04/04/2022,5.4,3.6,2022,4,94,14,long_rains,34.44,37.78,36.67,10.8,12.8,2.942857143,-3.34,2,33,1
Dry Maize,White Maize,Bondo,36.67,50,32000,Siaya,05/04/2022,3.6,6.6,2022,4,95,14,long_rains,38.89,37.78,42.08,14.4,15,3.414285714,1.11,2,33,2
Dry Maize,White Maize,Aram,43.33,55.38,22950,Siaya,07/04/2022,12.1,9.8,2022,4,97,14,long_rains,42.08,42.5,28.89,26.5,27.1,4.342857143,-0.42,2,33,2
Dry Maize,Mixed-Traditional ,Aram,50.95,55.58,3150,Siaya,07/04/2022,12.1,9.8,2022,4,97,14,long_rains,37.78,38.89,35.56,38.6,39.2,5.3,-1.11,2,33,1
Dry Maize,White Maize,Akala,42.5,50,4000,Siaya,09/04/2022,0.8,5.2,2022,4,99,14,long_rains,42.22,42.08,37.78,39.4,39.8,5.8,0.14,2,33,2
Dry Maize,White Maize,Aram,46.67,55.38,22500,Siaya,11/04/2022,0,5.9,2022,4,101,15,long_rains,28.89,40,42.08,39.4,39.6,6.357142857,-11.11,2,33,2
Dry Maize,Mixed-Traditional ,Aram,50.95,55.58,650,Siaya,11/04/2022,0,5.9,2022,4,101,15,long_rains,41.67,30,36.67,34,39.6,6.685714286,11.67,2,33,1
Dry Maize,White Maize,Bondo,42.22,60,28000,Siaya,12/04/2022,0,8.5,2022,4,102,15,long_rains,46.75,34.44,35.56,28.6,39.4,7.385714286,12.31,2,33,2
Dry Maize,White Maize,Akala,42.5,50,4000,Siaya,13/04/2022,0,12.5,2022,4,103,15,long_rains,36.67,38.89,28.89,25,39.4,8.228571429,-2.22,2,33,2
Dry Maize,Mixed-Traditional ,Aram,50.76,55.38,1700,Siaya,14/04/2022,4.7,11.5,2022,4,104,15,long_rains,43.33,42.08,37.22,17.6,44.1,8.471428571,1.25,2,33,1
Dry Maize,White Maize,Aram,46.67,55.58,20500,Siaya,14/04/2022,4.7,11.5,2022,4,104,15,long_rains,50.95,37.78,42.08,10.2,48.8,8.714285714,13.17,2,33,2
Dry Maize,White Maize,Akala,42.5,50,4000,Siaya,16/04/2022,0,6.1,2022,4,106,15,long_rains,42.5,42.22,41.11,9.4,48.8,8.842857143,0.28,2,33,2
Dry Maize,White Maize,Aram,46.67,55.38,24750,Siaya,18/04/2022,0,7.9,2022,4,108,16,long_rains,46.67,28.89,42.5,9.4,48.8,9.128571429,17.78,2,33,2
Dry Maize,White Maize,Bondo,40,60,38000,Siaya,19/04/2022,0,7.9,2022,4,109,16,long_rains,50.95,41.67,33.33,9.4,48.8,9.414285714,9.28,2,33,2
Dry Maize,Mixed-Traditional ,Akala,42.5,50,4000,Siaya,20/04/2022,0.1,8.6,2022,4,110,16,long_rains,42.22,46.75,38.89,9.5,48.9,9.428571429,-4.53,2,33,1
Dry Maize,White Maize,Ugunja,46.67,60,,Siaya,20/04/2022,0.1,8.6,2022,4,110,16,long_rains,42.5,36.67,44.41,9.6,49,8.871428571,5.83,2,33,2
Dry Maize,White Maize,Aram,46.67,55.38,23400,Siaya,21/04/2022,0.5,9.7,2022,4,111,16,long_rains,50.76,43.33,37.78,5.4,49.5,8.614285714,7.43,2,33,2
Dry Maize,Mixed-Traditional ,Aram,50.95,55.58,2500,Siaya,21/04/2022,0.5,9.7,2022,4,111,16,long_rains,46.67,50.95,37.78,1.2,50,8.357142857,-4.28,2,33,1
Dry Maize,White Maize,Bondo,37.78,60,32000,Siaya,22/04/2022,0.6,9.5,2022,4,112,16,long_rains,42.5,42.5,42.5,1.8,50.6,8.842857143,0,2,33,2
Dry Maize,White Maize,Akala,42.5,50,3500,Siaya,23/04/2022,0,11,2022,4,113,16,long_rains,46.67,46.67,38.89,1.8,50.6,9.285714286,0,2,33,2
Dry Maize,White Maize,Aram,44.44,55.38,40500,Siaya,25/04/2022,0.5,8.8,2022,4,115,17,long_rains,40,50.95,42.08,2.3,51.1,9.414285714,-10.95,2,33,2
Dry Maize,Mixed-Traditional ,Aram,50.95,55.58,2250,Siaya,25/04/2022,0.5,8.8,2022,4,115,17,long_rains,42.5,42.22,40,2.7,51.6,9.442857143,0.28,2,33,1
Dry Maize,Mixed-Traditional ,Ugunja,44.44,60,,Siaya,27/04/2022,0,11.3,2022,4,117,17,long_rains,46.67,42.5,30,2.6,51.6,9.828571429,4.17,2,33,1
Dry Maize,White Maize,Bondo,38.89,60,36000,Siaya,27/04/2022,0,11.3,2022,4,117,17,long_rains,46.67,50.76,34.44,2.1,51.6,10.05714286,-4.09,2,33,2
Dry Maize,White Maize,Aram,46.67,55.38,23400,Siaya,28/04/2022,0,11.1,2022,4,118,17,long_rains,50.95,46.67,38.89,1.6,51.6,10.25714286,4.28,2,33,2
Dry Maize,Mixed-Traditional ,Aram,50.95,55.58,2250,Siaya,28/04/2022,0,11.1,2022,4,118,17,long_rains,37.78,42.5,42.08,1,51.6,10.48571429,-4.72,2,33,1
Dry Maize,White Maize,Akala,42.5,50,4000,Siaya,01/05/2022,0,11.8,2022,5,121,17,long_rains,42.5,46.67,37.78,1,51.6,10.6,-4.17,2,33,2
Dry Maize,Mixed-Traditional ,Aram,50.95,55.58,2250,Siaya,02/05/2022,0,12.9,2022,5,122,18,long_rains,44.44,40,42.22,0.5,51.6,11.18571429,4.44,2,33,1
Dry Maize,White Maize,Aram,47.78,55.38,29700,Siaya,02/05/2022,0,12.9,2022,5,122,18,long_rains,50.95,42.5,28.89,0,51.6,11.77142857,8.45,2,33,2
Dry Maize,White Maize,Bondo,37.78,60,36000,Siaya,03/05/2022,0,12.3,2022,5,123,18,long_rains,44.44,46.67,41.67,0,46.2,11.91428571,-2.23,2,33,2
Dry Maize,White Maize,Ugunja,50,60,,Siaya,04/05/2022,0.8,13.9,2022,5,124,18,long_rains,38.89,46.67,46.75,0.8,41.6,12.28571429,-7.78,2,33,2
Dry Maize,White Maize,Aram,47.22,55.38,25200,Siaya,05/05/2022,14.2,13.7,2022,5,125,18,long_rains,46.67,50.95,36.67,15,52.2,12.65714286,-4.28,2,33,2
Dry Maize,Mixed-Traditional ,Aram,50.95,55.58,1850,Siaya,05/05/2022,14.2,13.7,2022,5,125,18,long_rains,50.95,37.78,43.33,29.2,54.3,13.02857143,13.17,2,33,1
Dry Maize,White Maize,Akala,42.5,50,3500,Siaya,05/05/2022,14.2,13.7,2022,5,125,18,long_rains,42.5,42.5,50.95,43.4,56.4,13.3,0,2,33,2
Dry Maize,White Maize,Bondo,38.89,60,38000,Siaya,06/05/2022,0,14.1,2022,5,126,18,long_rains,50.95,44.44,42.5,43.4,55.6,13.47142857,6.51,2,33,2
Dry Maize,White Maize,Akala,42.5,50,3500,Siaya,08/05/2022,0.2,14.5,2022,5,128,18,long_rains,47.78,50.95,46.67,43.6,55.8,13.7,-3.17,2,33,2
Dry Maize,White Maize,Aram,47.22,55.38,19350,Siaya,09/05/2022,0,14.4,2022,5,129,19,long_rains,37.78,44.44,50.95,43.6,55.8,14,-6.66,2,33,2
Dry Maize,Mixed-Traditional ,Aram,50.95,55.58,1850,Siaya,09/05/2022,0,14.4,2022,5,129,19,long_rains,50,38.89,42.22,42.8,55.8,14.07142857,11.11,2,33,1
Dry Maize,Yellow Maize,Bondo,31.11,47.5,7000,Siaya,10/05/2022,0,19.2,2022,5,130,19,long_rains,47.22,46.67,42.5,28.6,55.8,14.85714286,0.55,2,33,3
Dry Maize,White Maize,Bondo,31.11,50,36000,Siaya,10/05/2022,0,19.2,2022,5,130,19,long_rains,42.5,42.5,46.67,0.2,46.4,16.42857143,0,2,33,2
Dry Maize,White Maize,Akala,42.5,50,5000,Siaya,11/05/2022,4.6,20.9,2022,5,131,19,long_rains,38.89,50.95,42.5,4.8,51,17.4,-12.06,2,33,2
Dry Maize,White Maize,Ugunja,47.78,60,,Siaya,11/05/2022,4.6,20.9,2022,5,131,19,long_rains,42.5,47.78,46.67,9.2,55.6,18.31428571,-5.28,2,33,2
Dry Maize,Mixed-Traditional ,Aram,50.95,55.58,3600,Siaya,12/05/2022,0.9,16.4,2022,5,132,19,long_rains,47.22,37.78,40,10.1,56.5,18.6,9.44,2,33,1
Dry Maize,White Maize,Aram,47.78,55.38,27000,Siaya,12/05/2022,0.9,16.4,2022,5,132,19,long_rains,50.95,50,42.5,11,57.3,18.88571429,0.95,2,33,2
Dry Maize,Mixed-Traditional ,Akala,42.5,50,4000,Siaya,14/05/2022,0,15.5,2022,5,134,19,long_rains,31.11,47.22,46.67,11,57.2,18.35714286,-16.11,2,33,1
Dry Maize,White Maize,Aram,50,59.99,21600,Siaya,16/05/2022,0,18,2022,5,136,20,long_rains,31.11,50.95,46.67,11,56.7,18.18571429,-19.84,2,33,2
Dry Maize,White Maize,Bondo,47.22,55,32000,Siaya,17/05/2022,11.9,16.9,2022,5,137,20,long_rains,31.11,42.5,50.95,22.9,68.1,17.85714286,-11.39,2,33,2
Dry Maize,White Maize,Akala,50,60,4000,Siaya,18/05/2022,0,18.2,2022,5,138,20,long_rains,42.5,38.89,37.78,18.3,67.5,17.47142857,3.61,2,33,2
Dry Maize,White Maize,Aram,48.89,55.38,22050,Siaya,19/05/2022,0,22,2022,5,139,20,long_rains,47.78,42.5,42.5,13.7,67.5,17.62857143,5.28,2,33,2
Dry Maize,White Maize,Bondo,47.22,60,36000,Siaya,20/05/2022,8.1,20.8,2022,5,140,20,long_rains,50.95,47.22,44.44,20.9,75.1,18.25714286,3.73,2,33,2
Dry Maize,White Maize,Akala,50,60,5000,Siaya,21/05/2022,1.3,15.4,2022,5,141,20,long_rains,47.78,50.95,50.95,21.3,75.9,18.11428571,-3.17,2,33,2
Dry Maize,Mixed-Traditional ,Aram,55.58,60.21,1800,Siaya,23/05/2022,0,16.7,2022,5,143,21,long_rains,42.5,31.11,44.44,21.3,75.9,18.28571429,11.39,2,33,1
Dry Maize,White Maize,Aram,48.89,59.99,19800,Siaya,23/05/2022,0,16.7,2022,5,143,21,long_rains,50,31.11,38.89,21.3,75.9,18.1,18.89,2,33,2
Dry Maize,White Maize,Akala,50,60,4000,Siaya,25/05/2022,0.1,15.4,2022,5,145,21,long_rains,47.22,31.11,46.67,9.5,76,17.88571429,16.11,2,33,2
Dry Maize,White Maize,Ugunja,50,60,,Siaya,25/05/2022,0.1,15.4,2022,5,145,21,long_rains,50,42.5,50.95,9.6,76.1,17.48571429,7.5,2,33,2
Dry Maize,White Maize,Aram,48.89,55.38,21150,Siaya,26/05/2022,0.1,17.3,2022,5,146,21,long_rains,48.89,47.78,42.5,9.7,76.2,16.81428571,1.11,2,33,2
Dry Maize,White Maize,Akala,50,60,4000,Siaya,28/05/2022,1.2,11.9,2022,5,148,21,long_rains,47.22,50.95,50.95,2.8,77.4,15.54285714,-3.73,2,33,2
Dry Maize,White Maize,Aram,50,55.38,13500,Siaya,30/05/2022,0.2,12.1,2022,5,150,22,long_rains,50,47.78,47.78,1.7,77.6,15.07142857,2.22,2,33,2
Dry Maize,White Maize,Aram,50,55.38,21600,Siaya,02/06/2022,1.1,13.9,2022,6,153,22,dry_mid,55.58,42.5,37.78,2.8,78.7,14.67142857,13.08,1,33,2
Dry Maize,Mixed-Traditional ,Akala,42.5,50,4000,Siaya,02/06/2022,1.1,13.9,2022,6,153,22,dry_mid,48.89,50,50,3.9,79,14.27142857,-1.11,1,33,1
Dry Maize,White Maize,Bondo,46.67,60,28000,Siaya,03/06/2022,0,17.8,2022,6,154,22,dry_mid,50,47.22,47.22,3.8,64.8,14.61428571,2.78,1,33,2
Dry Maize,White Maize,Akala,50,60,3500,Siaya,04/06/2022,0,18,2022,6,155,22,dry_mid,50,50,50.95,3.7,50.6,14.98571429,0,1,33,2
Dry Maize,White Maize,Aram,61.11,69.22,26100,Siaya,09/06/2022,1.8,18.4,2022,6,160,23,dry_mid,48.89,48.89,42.5,5.4,38.2,15.14285714,0,1,33,2
Dry Maize,Mixed-Traditional ,Akala,65,75,4000,Siaya,11/06/2022,0,21.8,2022,6,162,23,dry_mid,50,47.22,38.89,4.2,38.2,16.55714286,2.78,1,33,1
Dry Maize,White Maize,Bondo,48.89,65,36000,Siaya,11/06/2022,0,21.8,2022,6,162,23,dry_mid,50,50,42.5,4,38,17.94285714,0,1,33,2
Dry Maize,White Maize,Aram,61.11,69.22,16200,Siaya,13/06/2022,0.6,16.2,2022,6,164,24,dry_mid,50,55.58,47.22,3.5,38.6,18.27142857,-5.58,1,33,2
Dry Maize,White Maize,Bondo,58.89,75,32000,Siaya,14/06/2022,0.1,14.8,2022,6,165,24,dry_mid,42.5,48.89,50.95,2.5,38.7,18.4,-6.39,1,33,2
Dry Maize,White Maize,Akala,65,75,3500,Siaya,15/06/2022,0,18,2022,6,166,24,dry_mid,46.67,50,31.11,2.5,38.7,18.42857143,-3.33,1,33,2
Dry Maize,White Maize,Aram,66.67,78.45,8100,Siaya,16/06/2022,0,18.6,2022,6,167,24,dry_mid,50,50,31.11,2.5,38.7,18.51428571,0,1,33,2
Dry Maize,White Maize,Bondo,58.89,75,38000,Siaya,17/06/2022,0,20,2022,6,168,24,dry_mid,61.11,48.89,31.11,0.7,38.7,18.74285714,12.22,1,33,2
Dry Maize,White Maize,Akala,75,90,3000,Siaya,18/06/2022,0,26.2,2022,6,169,24,dry_mid,65,50,42.5,0.7,34.1,19.37142857,15,1,33,2
Dry Maize,White Maize,Ugunja,60,75,,Siaya,18/06/2022,0,26.2,2022,6,169,24,dry_mid,48.89,50,47.78,0.7,29.5,20,-1.11,1,33,2
Dry Maize,White Maize,Aram,66.67,78.45,13500,Siaya,20/06/2022,4.1,14.9,2022,6,171,25,dry_mid,61.11,50,50.95,4.2,32.7,19.81428571,11.11,1,33,2
Dry Maize,Mixed-Traditional ,Aram,69.48,74.11,1250,Siaya,20/06/2022,4.1,14.9,2022,6,171,25,dry_mid,58.89,42.5,47.78,8.2,35.9,19.82857143,16.39,1,33,1
Dry Maize,White Maize,Bondo,58.89,70,42000,Siaya,21/06/2022,0,17.7,2022,6,172,25,dry_mid,65,46.67,42.5,8.2,35.9,19.78571429,18.33,1,33,2
Dry Maize,White Maize,Bondo,64.44,85,26000,Siaya,24/06/2022,1.2,25,2022,6,175,25,dry_mid,66.67,50,50,9.4,37.1,20.7,16.67,1,33,2
Dry Maize,White Maize,Akala,75,90,4000,Siaya,25/06/2022,11.7,22.2,2022,6,176,25,dry_mid,58.89,61.11,47.22,21.1,36.9,21.01428571,-2.22,1,33,2
Dry Maize,White Maize,Aram,66.67,78.45,6300,Siaya,27/06/2022,0,27.2,2022,6,178,26,dry_mid,75,65,50,21.1,36.9,21.15714286,10,1,33,2
Dry Maize,Mixed-Traditional ,Aram,69.48,74.11,4500,Siaya,27/06/2022,0,27.2,2022,6,178,26,dry_mid,60,48.89,48.89,21.1,36.9,21.3,11.11,1,33,1
Dry Maize,White Maize,Bondo,66.67,80,35000,Siaya,28/06/2022,6.8,21,2022,6,179,26,dry_mid,66.67,61.11,47.22,23.8,35.6,22.17142857,5.56,1,33,2
Dry Maize,White Maize,Akala,62.22,68.89,4000,Siaya,29/06/2022,0.3,20.9,2022,6,180,26,dry_mid,69.48,58.89,50,20,34.6,23.02857143,10.59,1,33,2
Dry Maize,Mixed-Traditional ,Aram,64.84,69.48,5400,Siaya,30/06/2022,2.6,22.2,2022,6,181,26,dry_mid,64.44,66.67,48.89,21.7,37.5,23.08571429,-2.23,1,33,1
Dry Maize,White Maize,Akala,62.22,68.89,4000,Siaya,02/07/2022,0,19.7,2022,7,183,26,dry_mid,75,58.89,50,10,37.4,22.72857143,16.11,1,33,2
Dry Maize,Yellow Maize,Aram,65.03,69.67,2700,Siaya,04/07/2022,0,21.1,2022,7,185,27,dry_mid,66.67,75,50,10,37.3,21.85714286,-8.33,1,33,3
Dry Maize,White Maize,Aram,62.22,69.22,6300,Siaya,04/07/2022,0,21.1,2022,7,185,27,dry_mid,69.48,60,48.89,10,37.2,20.98571429,9.48,1,33,2
Dry Maize,Mixed-Traditional ,Aram,64.84,69.48,4500,Siaya,04/07/2022,0,21.1,2022,7,185,27,dry_mid,66.67,66.67,50,3.2,36,21,0,1,33,1
Dry Maize,White Maize,Bondo,66.67,75,36000,Siaya,05/07/2022,0.1,20.4,2022,7,186,27,dry_mid,62.22,69.48,50,3,35.9,20.92857143,-7.26,1,33,2
Dry Maize,White Maize,Akala,62.22,68.89,4000,Siaya,06/07/2022,0,17.4,2022,7,187,27,dry_mid,62.22,58.89,50,2.7,34.8,20.42857143,3.33,1,33,2
Dry Maize,Yellow Maize,Aram,64.84,69.48,900,Siaya,07/07/2022,17.7,16.4,2022,7,188,27,dry_mid,64.84,64.44,42.5,17.8,51.4,19.6,0.4,1,33,3
Dry Maize,White Maize,Aram,62.22,69.22,7200,Siaya,07/07/2022,17.7,16.4,2022,7,188,27,dry_mid,62.22,75,46.67,35.5,69.1,19.12857143,-12.78,1,33,2
Dry Maize,White Maize,Aram,64.61,69.22,6300,Siaya,07/07/2022,17.7,16.4,2022,7,188,27,dry_mid,65.03,66.67,50,53.2,86.8,18.45714286,-1.64,1,33,2
Dry Maize,Mixed-Traditional ,Aram,60.21,64.84,4500,Siaya,07/07/2022,17.7,16.4,2022,7,188,27,dry_mid,62.22,69.48,61.11,70.9,102.7,17.78571429,-7.26,1,33,1
Dry Maize,White Maize,Bondo,65,75,48000,Siaya,08/07/2022,0.1,16.9,2022,7,189,27,dry_mid,64.84,66.67,65,71,102.8,17.18571429,-1.83,1,33,2
Dry Maize,White Maize,Akala,61.11,68.89,4000,Siaya,10/07/2022,0.3,16,2022,7,191,27,dry_mid,66.67,62.22,48.89,71.2,103.1,16.55714286,4.45,1,33,2
Dry Maize,Yellow Maize,Aram,60.21,64.84,900,Siaya,11/07/2022,0.4,17.4,2022,7,192,28,dry_mid,62.22,62.22,61.11,71.6,102.9,16.55714286,0,1,33,3
Dry Maize,Mixed-Traditional ,Aram,60.21,64.84,4500,Siaya,11/07/2022,0.4,17.4,2022,7,192,28,dry_mid,64.84,64.84,58.89,54.3,103.2,16.7,0,1,33,1
Dry Maize,White Maize,Aram,59.99,64.61,6500,Siaya,11/07/2022,0.4,17.4,2022,7,192,28,dry_mid,62.22,62.22,65,37,103.6,16.84285714,0,1,33,2
Dry Maize,White Maize,Bondo,61.11,75,28000,Siaya,12/07/2022,0,19.9,2022,7,193,28,dry_mid,64.61,65.03,66.67,19.3,103.6,17.34285714,-0.42,1,33,2
Dry Maize,White Maize,Ugunja,53.33,65,,Siaya,13/07/2022,0,22.2,2022,7,194,28,dry_mid,60.21,62.22,58.89,1.6,103.6,18.17142857,-2.01,1,33,2
Dry Maize,White Maize,Bondo,58.89,75,14000,Siaya,15/07/2022,0.2,16.8,2022,7,196,28,dry_mid,65,64.84,75,1.7,103.8,18.15714286,0.16,1,33,2
Dry Maize,Mixed-Traditional ,Akala,70,75,4000,Siaya,16/07/2022,3.2,17.3,2022,7,197,28,dry_mid,61.11,66.67,60,4.6,107,18.34285714,-5.56,1,33,1
Dry Maize,White Maize,Aram,55.38,59.99,6300,Siaya,18/07/2022,0,22.2,2022,7,199,29,dry_mid,60.21,62.22,66.67,4.2,102.9,19.02857143,-2.01,1,33,2
Dry Maize,Mixed-Traditional ,Aram,55.58,60.21,4500,Siaya,18/07/2022,0,22.2,2022,7,199,29,dry_mid,60.21,64.84,69.48,3.8,98.8,19.71428571,-4.63,1,33,1
Dry Maize,White Maize,Bondo,58.89,75,35000,Siaya,19/07/2022,0,26.9,2022,7,200,29,dry_mid,59.99,62.22,58.89,3.4,98.8,21.07142857,-2.23,1,33,2
Dry Maize,White Maize,Akala,70,75,4000,Siaya,20/07/2022,0,30.1,2022,7,201,29,dry_mid,61.11,64.61,64.44,3.4,97.6,22.52857143,-3.5,1,33,2
Dry Maize,White Maize,Ugunja,53.33,75,,Siaya,20/07/2022,0,30.1,2022,7,201,29,dry_mid,53.33,60.21,75,3.4,85.9,23.65714286,-6.88,1,33,2
Dry Maize,Yellow Maize,Aram,55.74,60.38,3600,Siaya,21/07/2022,3.8,24.2,2022,7,202,29,dry_mid,58.89,65,66.67,7,89.7,24.71428571,-6.11,1,33,3
Dry Maize,White Maize,Aram,55.38,59.99,10800,Siaya,21/07/2022,3.8,24.2,2022,7,202,29,dry_mid,70,61.11,69.48,7.6,93.5,25.7,8.89,1,33,2
Dry Maize,Mixed-Traditional ,Aram,55.58,60.21,7200,Siaya,21/07/2022,3.8,24.2,2022,7,202,29,dry_mid,55.38,60.21,66.67,11.4,90.5,25.98571429,-4.83,1,33,1
Dry Maize,White Maize,Bondo,64.44,75,36000,Siaya,22/07/2022,0.2,21.6,2022,7,203,29,dry_mid,55.58,60.21,62.22,11.6,90.4,25.9,-4.63,1,33,2
Dry Maize,Mixed-Traditional ,Akala,70,80,4000,Siaya,23/07/2022,5.9,19.1,2022,7,204,29,dry_mid,58.89,59.99,62.22,17.5,96,24.78571429,-1.1,1,33,1
Dry Maize,Yellow Maize,Aram,55.74,60.38,3600,Siaya,25/07/2022,5.1,25.9,2022,7,206,30,dry_mid,70,61.11,64.84,22.6,98.5,24.18571429,8.89,1,33,3
Dry Maize,White Maize,Aram,55.38,59.99,7200,Siaya,25/07/2022,5.1,25.9,2022,7,206,30,dry_mid,53.33,53.33,62.22,27.7,103.6,23.58571429,0,1,33,2
Dry Maize,Mixed-Traditional ,Aram,55.58,60.21,4500,Siaya,25/07/2022,5.1,25.9,2022,7,206,30,dry_mid,55.74,58.89,65.03,29,108.7,23.82857143,-3.15,1,33,1
Dry Maize,White Maize,Bondo,51.67,60,35000,Siaya,26/07/2022,1,20,2022,7,207,30,dry_mid,55.38,70,62.22,26.2,109.7,23.22857143,-14.62,1,33,2
Dry Maize,White Maize,Akala,60,75,2000,Siaya,27/07/2022,0,16.7,2022,7,208,30,dry_mid,55.58,55.38,64.84,22.4,109.7,22.15714286,0.2,1,33,2
Dry Maize,Yellow Maize,Aram,55.74,60.38,1800,Siaya,28/07/2022,0,17.2,2022,7,209,30,dry_mid,64.44,55.58,66.67,22.2,109.6,21.52857143,8.86,1,33,3
Dry Maize,White Maize,Aram,55.38,59.99,7200,Siaya,28/07/2022,0,17.2,2022,7,209,30,dry_mid,70,58.89,62.22,16.3,109.6,21.25714286,11.11,1,33,2
Dry Maize,Mixed-Traditional ,Aram,55.58,60.21,5400,Siaya,28/07/2022,0,17.2,2022,7,209,30,dry_mid,55.74,70,64.84,11.2,91.9,20.01428571,-14.26,1,33,1
Dry Maize,White Maize,Bondo,50,65,21000,Siaya,29/07/2022,0,21.3,2022,7,210,30,dry_mid,55.38,53.33,62.22,6.1,74.2,19.35714286,2.05,1,33,2
Dry Maize,White Maize,Akala,60,75,2000,Siaya,30/07/2022,0,21.3,2022,7,211,30,dry_mid,55.58,55.74,64.61,1,56.5,18.7,-0.16,1,33,2
Dry Maize,Yellow Maize,Aram,51.09,55.74,3600,Siaya,01/08/2022,0.8,21,2022,8,213,31,dry_mid,51.67,55.38,60.21,0.8,39.6,18.84285714,-3.71,1,33,3
Dry Maize,White Maize,Aram,50.76,55.38,7200,Siaya,01/08/2022,0.8,21,2022,8,213,31,dry_mid,60,55.58,65,1.6,40.3,19.45714286,4.42,1,33,2
Dry Maize,Mixed-Traditional ,Aram,50.95,55.58,6300,Siaya,01/08/2022,0.8,21,2022,8,213,31,dry_mid,55.74,64.44,61.11,2.4,40.8,20,-8.7,1,33,1
Dry Maize,Mixed-Traditional ,Bondo,44.44,60,14000,Siaya,02/08/2022,0,21.4,2022,8,214,31,dry_mid,55.38,70,60.21,2.4,40.4,20.6,-14.62,1,33,1
Dry Maize,Yellow Maize,Aram,55.74,60.38,1350,Siaya,04/08/2022,0,29.8,2022,8,216,31,dry_mid,55.58,55.74,60.21,2.4,40,22.4,-0.16,1,33,3
Dry Maize,White Maize,Aram,55.38,59.99,5400,Siaya,04/08/2022,0,29.8,2022,8,216,31,dry_mid,50,55.38,59.99,2.4,39.6,23.61428571,-5.38,1,33,2
Dry Maize,Mixed-Traditional ,Aram,55.58,60.21,3150,Siaya,04/08/2022,0,29.8,2022,8,216,31,dry_mid,60,55.58,61.11,2.4,39.6,24.82857143,4.42,1,33,1
Dry Maize,White Maize,Akala,60,75,40000,Siaya,04/08/2022,0,29.8,2022,8,216,31,dry_mid,51.09,51.67,53.33,1.6,39.6,26.08571429,-0.58,1,33,2
Dry Maize,White Maize,Bondo,61.11,75,14000,Siaya,05/08/2022,5.1,23.5,2022,8,217,31,dry_mid,50.76,60,58.89,5.9,44.5,26.44285714,-9.24,1,33,2
Dry Maize,White Maize,Ugunja,47.78,60,,Siaya,05/08/2022,5.1,23.5,2022,8,217,31,dry_mid,50.95,55.74,70,10.2,46.4,26.8,-4.79,1,33,2
Dry Maize,White Maize,Akala,60,75,40000,Siaya,06/08/2022,0,17.7,2022,8,218,31,dry_mid,44.44,55.38,55.38,10.2,46.4,26.27142857,-10.94,1,33,2
Dry Maize,Yellow Maize,Aram,55.74,60.38,1800,Siaya,08/08/2022,0,20.9,2022,8,220,32,dry_mid,55.74,55.58,55.58,10.2,46.4,25,0.16,1,33,3
Dry Maize,White Maize,Aram,55.38,59.99,5400,Siaya,08/08/2022,0,20.9,2022,8,220,32,dry_mid,55.38,50,58.89,10.2,46.4,23.72857143,5.38,1,33,2
Dry Maize,Mixed-Traditional ,Aram,55.58,60.21,3600,Siaya,08/08/2022,0,20.9,2022,8,220,32,dry_mid,55.58,60,70,10.2,46.4,22.45714286,-4.42,1,33,1
Dry Maize,White Maize,Akala,60,75,3000,Siaya,10/08/2022,0,22.1,2022,8,222,32,dry_mid,60,51.09,53.33,10.2,46.4,21.35714286,8.91,1,33,2
Dry Maize,Yellow Maize,Aram,55.74,60.38,1800,Siaya,11/08/2022,0,23.6,2022,8,223,32,dry_mid,61.11,50.76,55.74,5.1,42.6,21.37142857,10.35,1,33,3
Dry Maize,White Maize,Aram,55.38,59.99,6300,Siaya,11/08/2022,0,23.6,2022,8,223,32,dry_mid,47.78,50.95,55.38,0,38.8,21.38571429,-3.17,1,33,2
Dry Maize,Mixed-Traditional ,Aram,55.58,60.21,5400,Siaya,11/08/2022,0,23.6,2022,8,223,32,dry_mid,60,44.44,55.58,0,35,22.22857143,15.56,1,33,1
Dry Maize,White Maize,Bondo,61.11,75,14000,Siaya,12/08/2022,0,23.7,2022,8,224,32,dry_mid,55.74,55.74,64.44,0,34.8,22.62857143,0,1,33,2
Dry Maize,Mixed-Traditional ,Akala,60,75,2000,Siaya,14/08/2022,0.1,25.7,2022,8,226,32,dry_mid,55.38,55.38,70,0.1,29,23.31428571,0,1,33,1
Dry Maize,Yellow Maize,Aram,55.74,60.38,2700,Siaya,15/08/2022,0.8,23.9,2022,8,227,33,dry_mid,55.58,55.58,55.74,0.9,24.7,23.74285714,0,1,33,3
Dry Maize,White Maize,Aram,55.38,59.99,6300,Siaya,15/08/2022,0.8,23.9,2022,8,227,33,dry_mid,60,60,55.38,1.7,20.4,24,0,1,33,2
